Entity,Code,Year,GDP per capita,814479-annotations
Afghanistan,AFG,1950,725,
Afghanistan,AFG,1955,782,
Afghanistan,AFG,1960,832,
Afghanistan,AFG,1965,809,
Afghanistan,AFG,1970,798,
Afghanistan,AFG,1975,674,
Afghanistan,AFG,1980,639,
Afghanistan,AFG,1985,818,
Afghanistan,AFG,1990,604.049,
Afghanistan,AFG,1995,334,
Afghanistan,AFG,2000,223,
Afghanistan,AFG,2005,360,
Afghanistan,AFG,2010,511,
Afghanistan,AFG,2015,585,
Afghanistan,AFG,2020,557.3644,
Albania,ALB,1870,446.1028,
Albania,ALB,1880,515.8619,
Albania,ALB,1890,597.79614,
Albania,ALB,1900,685,
Albania,ALB,1913,810.6904,
Albania,ALB,1925,895.56964,
Albania,ALB,1929,926.305,
Albania,ALB,1933,926.305,
Albania,ALB,1938,1001.3386,
Albania,ALB,1950,1001.3386,
Albania,ALB,1955,1180.8954,
Albania,ALB,1960,1450.9147,
Albania,ALB,1965,1675.4469,
Albania,ALB,1970,2003.5366,
Albania,ALB,1975,2289.4722,
Albania,ALB,1980,2347.0842,
Albania,ALB,1985,2412.649,
Albania,ALB,1990,2499.4016,
Albania,ALB,1995,2240,
Albania,ALB,2000,2861,
Albania,ALB,2005,3974,
Albania,ALB,2010,5204,
Albania,ALB,2015,5630,
Albania,ALB,2020,6281.8374,
Algeria,DZA,1870,715.04236,
Algeria,DZA,1880,792,
Algeria,DZA,1890,957.3963,
Algeria,DZA,1900,1012.53076,
Algeria,DZA,1913,1163.3618,
Algeria,DZA,1925,1313.0043,
Algeria,DZA,1929,1377,
Algeria,DZA,1933,1377,
Algeria,DZA,1938,1357.0865,
Algeria,DZA,1950,1364.7396,
Algeria,DZA,1955,1445.2239,
Algeria,DZA,1960,2088.103,
Algeria,DZA,1965,1869.6755,
Algeria,DZA,1970,2249.2197,
Algeria,DZA,1975,2521.9534,
Algeria,DZA,1980,3151.8252,
Algeria,DZA,1985,3431.0327,
Algeria,DZA,1990,2946.8655,
Algeria,DZA,1995,2651,
Algeria,DZA,2000,2895,
Algeria,DZA,2005,3470,
Algeria,DZA,2010,3600,
Algeria,DZA,2015,3851,
Algeria,DZA,2020,3534.4219,
Angola,AGO,1870,603.9521,
Angola,AGO,1880,616.0681,
Angola,AGO,1890,643.805,
Angola,AGO,1900,691.8744,
Angola,AGO,1913,684.5586,
Angola,AGO,1925,673.3279,
Angola,AGO,1929,705.5148,
Angola,AGO,1933,683.256,
Angola,AGO,1938,744.60913,
Angola,AGO,1950,1051.822,
Angola,AGO,1955,1148.4838,
Angola,AGO,1960,1252.985,
Angola,AGO,1965,1595.7722,
Angola,AGO,1970,1767.6884,
Angola,AGO,1975,1072.8142,
Angola,AGO,1980,961.4301,
Angola,AGO,1985,779.3312,
Angola,AGO,1990,868.0658,
Angola,AGO,1995,631,
Angola,AGO,2000,734,
Angola,AGO,2005,1031,
Angola,AGO,2010,1594,
Angola,AGO,2015,1744,
Angola,AGO,2020,1332.8452,
Argentina,ARG,1870,1559.5538,
Argentina,ARG,1880,1687.9886,
Argentina,ARG,1890,3115.9917,
Argentina,ARG,1900,2877.1755,
Argentina,ARG,1913,3962.2568,
Argentina,ARG,1925,4090.7136,
Argentina,ARG,1929,4558.1816,
Argentina,ARG,1933,3780.145,
Argentina,ARG,1938,4246.128,
Argentina,ARG,1950,5203.5137,
Argentina,ARG,1955,5460.463,
Argentina,ARG,1960,5802.536,
Argentina,ARG,1965,6651.4854,
Argentina,ARG,1970,7623.1924,
Argentina,ARG,1975,8073.911,
Argentina,ARG,1980,8367.409,
Argentina,ARG,1985,7020.3364,
Argentina,ARG,1990,6432.922,
Argentina,ARG,1995,7930.67,
Argentina,ARG,2000,8509.06,
Argentina,ARG,2005,8866.957,
Argentina,ARG,2010,10687.06,
Argentina,ARG,2015,10915.066,
Argentina,ARG,2020,8979.94,
Armenia,ARM,1980,5829.0063,
Armenia,ARM,1985,6578.3564,
Armenia,ARM,1990,6065.8325,
Armenia,ARM,1995,3440,
Armenia,ARM,2000,4383,
Armenia,ARM,2005,7961,
Armenia,ARM,2010,9656,
Armenia,ARM,2015,12003,
Armenia,ARM,2020,13379.747,
Australia,AUS,1870,3273,
Australia,AUS,1880,4285,
Australia,AUS,1890,4458,
Australia,AUS,1900,4013,
Australia,AUS,1913,5157,
Australia,AUS,1925,5553,
Australia,AUS,1929,5263,
Australia,AUS,1933,4842,
Australia,AUS,1938,5886,
Australia,AUS,1950,7412,
Australia,AUS,1955,8027,
Australia,AUS,1960,8791,
Australia,AUS,1965,10152,
Australia,AUS,1970,12024,
Australia,AUS,1975,13170,
Australia,AUS,1980,14412,
Australia,AUS,1985,15638,
Australia,AUS,1990,17173,
Australia,AUS,1995,18663,
Australia,AUS,2000,21576,
Australia,AUS,2005,23943,
Australia,AUS,2010,25145,
Australia,AUS,2015,26616,
Australia,AUS,2020,27236.725,
Austria,AUT,1870,2217.036,
Austria,AUT,1880,2287.268,
Austria,AUT,1890,2550.9016,
Austria,AUT,1900,2864.3264,
Austria,AUT,1913,3465.4944,
Austria,AUT,1925,3366.9395,
Austria,AUT,1929,3698.5295,
Austria,AUT,1933,2833.17,
Austria,AUT,1938,3559.4958,
Austria,AUT,1950,3706.075,
Austria,AUT,1955,5053.344,
Austria,AUT,1960,6518.54,
Austria,AUT,1965,7734.13,
Austria,AUT,1970,9747.443,
Austria,AUT,1975,11646.408,
Austria,AUT,1980,13759.179,
Austria,AUT,1985,14752.421,
Austria,AUT,1990,16894.574,
Austria,AUT,1995,18215,
Austria,AUT,2000,20973,
Austria,AUT,2005,22239,
Austria,AUT,2010,23330,
Austria,AUT,2015,23816,
Austria,AUT,2020,23358.287,
Azerbaijan,AZE,1980,4495.402,
Azerbaijan,AZE,1985,5369.4863,
Azerbaijan,AZE,1990,4638.5767,
Azerbaijan,AZE,1995,1784,
Azerbaijan,AZE,2000,2377,
Azerbaijan,AZE,2005,4038,
Azerbaijan,AZE,2010,8188,
Azerbaijan,AZE,2015,8756,
Azerbaijan,AZE,2020,8092.287,
Bahamas,BHS,1950,10800,
Bahamas,BHS,1955,9576.35,
Bahamas,BHS,1960,8515.736,
Bahamas,BHS,1965,10955.365,
Bahamas,BHS,1970,12087.375,
Bahamas,BHS,1975,8124.8916,
Bahamas,BHS,1980,12863.661,
Bahamas,BHS,1985,15002.6455,
Bahamas,BHS,1990,15354.086,
Bahamas,BHS,1995,13981.828,
Bahamas,BHS,2000,16806.217,
Bahamas,BHS,2005,16506.205,
Bahamas,BHS,2010,14886.452,
Bahamas,BHS,2015,13666.205,
Bahamas,BHS,2020,10501.637,
Bahrain,BHR,1870,700,
Bahrain,BHR,1880,742.0046,
Bahrain,BHR,1890,786.5297,
Bahrain,BHR,1900,833.7266,
Bahrain,BHR,1913,900,
Bahrain,BHR,1925,1181.7676,
Bahrain,BHR,1929,1294.0825,
Bahrain,BHR,1933,1417.0717,
Bahrain,BHR,1938,1587.3735,
Bahrain,BHR,1950,2104.4539,
Bahrain,BHR,1955,2517.8203,
Bahrain,BHR,1960,2843.3682,
Bahrain,BHR,1965,3173.4604,
Bahrain,BHR,1970,3787.8928,
Bahrain,BHR,1975,3922.2573,
Bahrain,BHR,1980,4388.2466,
Bahrain,BHR,1985,4374.0444,
Bahrain,BHR,1990,4104.093,
Bahrain,BHR,1995,4478,
Bahrain,BHR,2000,4756,
Bahrain,BHR,2005,4705,
Bahrain,BHR,2010,4238,
Bahrain,BHR,2015,4646,
Bahrain,BHR,2020,4012.0356,
Bangladesh,BGD,1950,539.5439,
Bangladesh,BGD,1955,507.7195,
Bangladesh,BGD,1960,544.6337,
Bangladesh,BGD,1965,607.90326,
Bangladesh,BGD,1970,629.7661,
Bangladesh,BGD,1975,529.3061,
Bangladesh,BGD,1980,548.5611,
Bangladesh,BGD,1985,580.0966,
Bangladesh,BGD,1990,631.0312,
Bangladesh,BGD,1995,697,
Bangladesh,BGD,2000,822,
Bangladesh,BGD,2005,1001,
Bangladesh,BGD,2010,1269,
Bangladesh,BGD,2015,1641,
Bangladesh,BGD,2020,2129.0762,
Barbados,BRB,1950,2123.2227,
Barbados,BRB,1955,2592.6917,
Barbados,BRB,1960,3335.2512,
Barbados,BRB,1965,4057.7559,
Barbados,BRB,1970,6396.7144,
Barbados,BRB,1975,6414.6094,
Barbados,BRB,1980,8081.116,
Barbados,BRB,1985,7593.463,
Barbados,BRB,1990,8152,
Barbados,BRB,1995,7673.678,
Barbados,BRB,2000,8736.715,
Barbados,BRB,2005,9079.422,
Barbados,BRB,2010,9460.828,
Barbados,BRB,2015,9480.866,
Barbados,BRB,2020,8204.254,
Belarus,BLR,1980,5952.3525,
Belarus,BLR,1985,6900.7734,
Belarus,BLR,1990,7194.2944,
Belarus,BLR,1995,4650,
Belarus,BLR,2000,6420,
Belarus,BLR,2005,9432,
Belarus,BLR,2010,13593,
Belarus,BLR,2015,14523,
Belarus,BLR,2020,15174.722,
Belgium,BEL,1870,3457.9233,
Belgium,BEL,1880,3696.0693,
Belgium,BEL,1890,3887.5432,
Belgium,BEL,1900,4059.2368,
Belgium,BEL,1913,4854.0938,
Belgium,BEL,1925,4436.28,
Belgium,BEL,1929,4877.3013,
Belgium,BEL,1933,4486.026,
Belgium,BEL,1938,4832.3496,
Belgium,BEL,1950,5462.2046,
Belgium,BEL,1955,6280.223,
Belgium,BEL,1960,6952.0874,
Belgium,BEL,1965,8559.393,
Belgium,BEL,1970,10610.824,
Belgium,BEL,1975,12440.785,
Belgium,BEL,1980,14467.441,
Belgium,BEL,1985,14977.379,
Belgium,BEL,1990,17196.977,
Belgium,BEL,1995,18300,
Belgium,BEL,2000,20867,
Belgium,BEL,2005,22334,
Belgium,BEL,2010,23037,
Belgium,BEL,2015,23511,
Belgium,BEL,2020,23176.375,
Belize,BLZ,1950,1666.6666,
Belize,BLZ,1955,1533.3801,
Belize,BLZ,1960,1412.7035,
Belize,BLZ,1965,1561.2495,
Belize,BLZ,1970,1768.9109,
Belize,BLZ,1975,2303.98,
Belize,BLZ,1980,3048.226,
Belize,BLZ,1985,2737.376,
Belize,BLZ,1990,3848.1675,
Belize,BLZ,1995,4667.4106,
Belize,BLZ,2000,5231.854,
Belize,BLZ,2005,5917.5483,
Belize,BLZ,2010,5925.2466,
Belize,BLZ,2015,6108.936,
Belize,BLZ,2020,4896.7354,
Benin,BEN,1870,846.16876,
Benin,BEN,1880,789.3112,
Benin,BEN,1890,815.0411,
Benin,BEN,1900,862.6272,
Benin,BEN,1913,850.5932,
Benin,BEN,1925,801.3898,
Benin,BEN,1929,790.22894,
Benin,BEN,1933,719.2432,
Benin,BEN,1938,804.28766,
Benin,BEN,1950,1021,
Benin,BEN,1955,925,
Benin,BEN,1960,921,
Benin,BEN,1965,961,
Benin,BEN,1970,968,
Benin,BEN,1975,985,
Benin,BEN,1980,1061,
Benin,BEN,1985,1183,
Benin,BEN,1990,1136,
Benin,BEN,1995,1208,
Benin,BEN,2000,1318,
Benin,BEN,2005,1359,
Benin,BEN,2010,1409,
Benin,BEN,2015,1577,
Benin,BEN,2020,1778.9042,
Bolivia,BOL,1870,858.31586,
Bolivia,BOL,1880,888.7497,
Bolivia,BOL,1890,924.4194,
Bolivia,BOL,1900,992.6142,
Bolivia,BOL,1913,1264.3113,
Bolivia,BOL,1925,1455.9064,
Bolivia,BOL,1929,1647.5015,
Bolivia,BOL,1933,1327.0939,
Bolivia,BOL,1938,1650.7489,
Bolivia,BOL,1950,2044.7637,
Bolivia,BOL,1955,1981.1803,
Bolivia,BOL,1960,1720.5787,
Bolivia,BOL,1965,1931.3083,
Bolivia,BOL,1970,2336.3726,
Bolivia,BOL,1975,2739.8162,
Bolivia,BOL,1980,2694.9111,
Bolivia,BOL,1985,2196.581,
Bolivia,BOL,1990,2197.4778,
Bolivia,BOL,1995,2430.852,
Bolivia,BOL,2000,2606.5605,
Bolivia,BOL,2005,2766.8022,
Bolivia,BOL,2010,3179.6821,
Bolivia,BOL,2015,3832.413,
Bolivia,BOL,2020,3769.363,
Botswana,BWA,1870,300,
Botswana,BWA,1880,300,
Botswana,BWA,1890,300,
Botswana,BWA,1900,300,
Botswana,BWA,1913,300,
Botswana,BWA,1925,300,
Botswana,BWA,1929,300,
Botswana,BWA,1933,300,
Botswana,BWA,1938,300,
Botswana,BWA,1950,307,
Botswana,BWA,1955,332,
Botswana,BWA,1960,354,
Botswana,BWA,1965,384,
Botswana,BWA,1970,569,
Botswana,BWA,1975,1074,
Botswana,BWA,1980,1473,
Botswana,BWA,1985,2071,
Botswana,BWA,1990,3303.78,
Botswana,BWA,1995,3548,
Botswana,BWA,2000,4043,
Botswana,BWA,2005,4408,
Botswana,BWA,2010,5051,
Botswana,BWA,2015,5830,
Botswana,BWA,2020,5740.725,
Brazil,BRA,1870,737.943,
Brazil,BRA,1880,766.07465,
Brazil,BRA,1890,766.6073,
Brazil,BRA,1900,700.11816,
Brazil,BRA,1913,937.92194,
Brazil,BRA,1925,1105.9066,
Brazil,BRA,1929,1171.3317,
Brazil,BRA,1933,1108.0815,
Brazil,BRA,1938,1281.6932,
Brazil,BRA,1950,1544.189,
Brazil,BRA,1955,1833.6495,
Brazil,BRA,1960,2199.4775,
Brazil,BRA,1965,2374.6821,
Brazil,BRA,1970,2842.8,
Brazil,BRA,1975,4077.3071,
Brazil,BRA,1980,5178.1494,
Brazil,BRA,1985,4928.7593,
Brazil,BRA,1990,4920.057,
Brazil,BRA,1995,5296.958,
Brazil,BRA,2000,5462.98,
Brazil,BRA,2005,5889.0684,
Brazil,BRA,2010,6922.6987,
Brazil,BRA,2015,6989.852,
Brazil,BRA,2020,6525.7524,
Brunei,BRN,1950,4977.778,
Brunei,BRN,1955,5592.181,
Brunei,BRN,1960,6282.4194,
Brunei,BRN,1965,7057.8535,
Brunei,BRN,1970,7972.4136,
Brunei,BRN,1975,7624.0103,
Brunei,BRN,1980,10300.307,
Brunei,BRN,1985,7400.554,
Brunei,BRN,1990,6445.7363,
Brunei,BRN,1995,6557.0117,
Brunei,BRN,2000,6251.9287,
Brunei,BRN,2005,6327.513,
Brunei,BRN,2010,6016.5645,
Brunei,BRN,2015,5563.246,
Brunei,BRN,2020,5479.851,
Bulgaria,BGR,1870,839.90717,
Bulgaria,BGR,1880,973.5422,
Bulgaria,BGR,1890,1130.9144,
Bulgaria,BGR,1900,1223,
Bulgaria,BGR,1913,1533.8983,
Bulgaria,BGR,1925,1223,
Bulgaria,BGR,1929,1227,
Bulgaria,BGR,1933,1303,
Bulgaria,BGR,1938,1499,
Bulgaria,BGR,1950,1651,
Bulgaria,BGR,1955,2147.783,
Bulgaria,BGR,1960,2911.7126,
Bulgaria,BGR,1965,3849.9587,
Bulgaria,BGR,1970,4773.2236,
Bulgaria,BGR,1975,5830.8086,
Bulgaria,BGR,1980,6043.8,
Bulgaria,BGR,1985,6225.903,
Bulgaria,BGR,1990,5596.902,
Bulgaria,BGR,1995,5265,
Bulgaria,BGR,2000,5064,
Bulgaria,BGR,2005,6935,
Bulgaria,BGR,2010,8486,
Bulgaria,BGR,2015,9422,
Bulgaria,BGR,2020,10549.002,
Burkina Faso,BFA,1870,415.0278,
Burkina Faso,BFA,1880,397.54956,
Burkina Faso,BFA,1890,405.2348,
Burkina Faso,BFA,1900,420.35925,
Burkina Faso,BFA,1913,416.45218,
Burkina Faso,BFA,1925,401.09967,
Burkina Faso,BFA,1929,397.8152,
Burkina Faso,BFA,1933,381.27887,
Burkina Faso,BFA,1938,401.9675,
Burkina Faso,BFA,1950,474.31265,
Burkina Faso,BFA,1955,539.32874,
Burkina Faso,BFA,1960,608.73486,
Burkina Faso,BFA,1965,681.505,
Burkina Faso,BFA,1970,744.75195,
Burkina Faso,BFA,1975,669.51495,
Burkina Faso,BFA,1980,730.63464,
Burkina Faso,BFA,1985,780.3733,
Burkina Faso,BFA,1990,807.0767,
Burkina Faso,BFA,1995,826,
Burkina Faso,BFA,2000,977,
Burkina Faso,BFA,2005,1109,
Burkina Faso,BFA,2010,1240,
Burkina Faso,BFA,2015,1383,
Burkina Faso,BFA,2020,1548.5272,
Burundi,BDI,1870,300,
Burundi,BDI,1880,300,
Burundi,BDI,1890,300,
Burundi,BDI,1900,300,
Burundi,BDI,1913,401.56567,
Burundi,BDI,1925,445.77603,
Burundi,BDI,1929,453.3444,
Burundi,BDI,1933,455.46548,
Burundi,BDI,1938,362.68954,
Burundi,BDI,1950,373,
Burundi,BDI,1955,423,
Burundi,BDI,1960,460,
Burundi,BDI,1965,441,
Burundi,BDI,1970,560,
Burundi,BDI,1975,554,
Burundi,BDI,1980,597,
Burundi,BDI,1985,663,
Burundi,BDI,1990,704.6177,
Burundi,BDI,1995,601,
Burundi,BDI,2000,488,
Burundi,BDI,2005,468,
Burundi,BDI,2010,498,
Burundi,BDI,2015,484,
Burundi,BDI,2020,428.7841,
Cambodia,KHM,1870,370.16687,
Cambodia,KHM,1880,402.6978,
Cambodia,KHM,1890,438.08762,
Cambodia,KHM,1900,476.58752,
Cambodia,KHM,1913,532.5535,
Cambodia,KHM,1925,515.5716,
Cambodia,KHM,1929,510.03214,
Cambodia,KHM,1933,504.55222,
Cambodia,KHM,1938,497.78503,
Cambodia,KHM,1950,481.97675,
Cambodia,KHM,1955,517.7471,
Cambodia,KHM,1960,670.51733,
Cambodia,KHM,1965,687.3256,
Cambodia,KHM,1970,646.99835,
Cambodia,KHM,1975,579.60815,
Cambodia,KHM,1980,828.2495,
Cambodia,KHM,1985,965.72284,
Cambodia,KHM,1990,881.2608,
Cambodia,KHM,1995,1014,
Cambodia,KHM,2000,1313,
Cambodia,KHM,2005,1906,
Cambodia,KHM,2010,2422,
Cambodia,KHM,2015,3152,
Cambodia,KHM,2020,3732.6877,
Cameroon,CMR,1870,549.0751,
Cameroon,CMR,1880,515.8958,
Cameroon,CMR,1890,530.8397,
Cameroon,CMR,1900,558.7647,
Cameroon,CMR,1913,551.6772,
Cameroon,CMR,1925,522.8927,
Cameroon,CMR,1929,516.4261,
Cameroon,CMR,1933,492.01852,
Cameroon,CMR,1938,544.37067,
Cameroon,CMR,1950,670.9511,
Cameroon,CMR,1955,753.93774,
Cameroon,CMR,1960,832.00085,
Cameroon,CMR,1965,873.5884,
Cameroon,CMR,1970,981.8407,
Cameroon,CMR,1975,1051.6152,
Cameroon,CMR,1980,1191.6027,
Cameroon,CMR,1985,1621.7489,
Cameroon,CMR,1990,1211.0737,
Cameroon,CMR,1995,955,
Cameroon,CMR,2000,1049,
Cameroon,CMR,2005,1098,
Cameroon,CMR,2010,1104,
Cameroon,CMR,2015,1247,
Cameroon,CMR,2020,1280.5239,
Canada,CAN,1870,1695,
Canada,CAN,1880,1816,
Canada,CAN,1890,2378,
Canada,CAN,1900,2911,
Canada,CAN,1913,4447,
Canada,CAN,1925,4340,
Canada,CAN,1929,5065,
Canada,CAN,1933,3370,
Canada,CAN,1938,4546,
Canada,CAN,1950,7291,
Canada,CAN,1955,8201,
Canada,CAN,1960,8753,
Canada,CAN,1965,10473,
Canada,CAN,1970,12050,
Canada,CAN,1975,14316,
Canada,CAN,1980,16176,
Canada,CAN,1985,17582,
Canada,CAN,1990,18872,
Canada,CAN,1995,19380,
Canada,CAN,2000,22531,
Canada,CAN,2005,24345,
Canada,CAN,2010,24433,
Canada,CAN,2015,25789,
Canada,CAN,2020,24997.844,
Central African Republic,CAF,1870,645.43317,
Central African Republic,CAF,1880,618.2518,
Central African Republic,CAF,1890,630.20355,
Central African Republic,CAF,1900,653.7244,
Central African Republic,CAF,1913,647.6483,
Central African Republic,CAF,1925,623.77277,
Central African Republic,CAF,1929,618.66486,
Central African Republic,CAF,1933,628.70996,
Central African Republic,CAF,1938,645.8728,
Central African Republic,CAF,1950,820,
Central African Republic,CAF,1955,917,
Central African Republic,CAF,1960,983,
Central African Republic,CAF,1965,920,
Central African Republic,CAF,1970,946,
Central African Republic,CAF,1975,830,
Central African Republic,CAF,1980,774,
Central African Republic,CAF,1985,720,
Central African Republic,CAF,1990,642.4173,
Central African Republic,CAF,1995,615,
Central African Republic,CAF,2000,607,
Central African Republic,CAF,2005,541,
Central African Republic,CAF,2010,575,
Central African Republic,CAF,2015,364,
Central African Republic,CAF,2020,400.32843,
Chad,TCD,1870,402.21506,
Chad,TCD,1880,385.2764,
Chad,TCD,1890,392.7244,
Chad,TCD,1900,407.38193,
Chad,TCD,1913,403.59546,
Chad,TCD,1925,388.71695,
Chad,TCD,1929,385.5338,
Chad,TCD,1933,391.79364,
Chad,TCD,1938,402.489,
Chad,TCD,1950,511,
Chad,TCD,1955,569,
Chad,TCD,1960,611,
Chad,TCD,1965,573,
Chad,TCD,1970,552,
Chad,TCD,1975,597,
Chad,TCD,1980,366,
Chad,TCD,1985,403,
Chad,TCD,1990,434.31287,
Chad,TCD,1995,419,
Chad,TCD,2000,408,
Chad,TCD,2005,688,
Chad,TCD,2010,890,
Chad,TCD,2015,1222,
Chad,TCD,2020,992.9586,
Chile,CHL,1870,1265.5564,
Chile,CHL,1880,1623.9572,
Chile,CHL,1890,1861.5219,
Chile,CHL,1900,2109.9373,
Chile,CHL,1913,3057.517,
Chile,CHL,1925,3051.866,
Chile,CHL,1929,3539.7417,
Chile,CHL,1933,2265.0483,
Chile,CHL,1938,3212.6887,
Chile,CHL,1950,3755.361,
Chile,CHL,1955,3929.2446,
Chile,CHL,1960,4253.3896,
Chile,CHL,1965,4520.8765,
Chile,CHL,1970,5139.815,
Chile,CHL,1975,4222.2437,
Chile,CHL,1980,5659.9766,
Chile,CHL,1985,5033.547,
Chile,CHL,1990,6400.9443,
Chile,CHL,1995,8970.476,
Chile,CHL,2000,10275.214,
Chile,CHL,2005,11892.064,
Chile,CHL,2010,13344.288,
Chile,CHL,2015,15287.751,
Chile,CHL,2020,14602.668,
China,CHN,1870,504.78397,
China,CHN,1880,514.62946,
China,CHN,1890,504.66473,
China,CHN,1900,480.42584,
China,CHN,1913,463.97986,
China,CHN,1925,470.3888,
China,CHN,1929,472.54968,
China,CHN,1933,486.0837,
China,CHN,1938,472.39032,
China,CHN,1950,376.37927,
China,CHN,1955,537.3014,
China,CHN,1960,553.01385,
China,CHN,1965,723.73694,
China,CHN,1970,776.28174,
China,CHN,1975,851.1908,
China,CHN,1980,1009.88416,
China,CHN,1985,1271.3497,
China,CHN,1990,1448.1001,
China,CHN,1995,2090.7744,
China,CHN,2000,2635.4785,
China,CHN,2005,3890.0354,
China,CHN,2010,5935.2866,
China,CHN,2015,7581.616,
China,CHN,2020,9796.422,
Colombia,COL,1870,662.72327,
Colombia,COL,1880,791.9573,
Colombia,COL,1890,638.92346,
Colombia,COL,1900,629.80023,
Colombia,COL,1913,845.2189,
Colombia,COL,1925,1295.9493,
Colombia,COL,1929,1588.6449,
Colombia,COL,1933,1611.2252,
Colombia,COL,1938,1807.905,
Colombia,COL,1950,2160.8633,
Colombia,COL,1955,2415.7822,
Colombia,COL,1960,2538.5806,
Colombia,COL,1965,2751.4683,
Colombia,COL,1970,3128.2034,
Colombia,COL,1975,3664.8313,
Colombia,COL,1980,4244.0913,
Colombia,COL,1985,4260.8765,
Colombia,COL,1990,4825.7427,
Colombia,COL,1995,5517.811,
Colombia,COL,2000,5352.073,
Colombia,COL,2005,5967.576,
Colombia,COL,2010,7022.0327,
Colombia,COL,2015,8365.123,
Colombia,COL,2020,7952.393,
Congo,COG,1870,772.6418,
Congo,COG,1880,725.9529,
Congo,COG,1890,746.9815,
Congo,COG,1900,786.2767,
Congo,COG,1913,776.30334,
Congo,COG,1925,735.79877,
Congo,COG,1929,726.6991,
Congo,COG,1933,748.23126,
Congo,COG,1938,780.3615,
Congo,COG,1950,1062,
Congo,COG,1955,1163,
Congo,COG,1960,1254,
Congo,COG,1965,1317,
Congo,COG,1970,1503,
Congo,COG,1975,1722,
Congo,COG,1980,1929,
Congo,COG,1985,2813,
Congo,COG,1990,2380.405,
Congo,COG,1995,2104,
Congo,COG,2000,2072,
Congo,COG,2005,2140,
Congo,COG,2010,2270,
Congo,COG,2015,2425,
Congo,COG,2020,1623.4888,
Costa Rica,CRI,1913,1535.1455,
Costa Rica,CRI,1925,1635.3713,
Costa Rica,CRI,1929,1555.0098,
Costa Rica,CRI,1933,1676.5991,
Costa Rica,CRI,1938,1843.9939,
Costa Rica,CRI,1950,1929.5096,
Costa Rica,CRI,1955,2462.8296,
Costa Rica,CRI,1960,2782.9297,
Costa Rica,CRI,1965,3022.1948,
Costa Rica,CRI,1970,3650.152,
Costa Rica,CRI,1975,4345.0337,
Costa Rica,CRI,1980,4902.3926,
Costa Rica,CRI,1985,4326.6826,
Costa Rica,CRI,1990,4747,
Costa Rica,CRI,1995,5444.821,
Costa Rica,CRI,2000,6003.3857,
Costa Rica,CRI,2005,6697.5347,
Costa Rica,CRI,2010,7897.8164,
Costa Rica,CRI,2015,8944.147,
Costa Rica,CRI,2020,9315.846,
Cote d'Ivoire,CIV,1870,862.6428,
Cote d'Ivoire,CIV,1880,804.67834,
Cote d'Ivoire,CIV,1890,830.9092,
Cote d'Ivoire,CIV,1900,879.4217,
Cote d'Ivoire,CIV,1913,867.15344,
Cote d'Ivoire,CIV,1925,816.99207,
Cote d'Ivoire,CIV,1929,805.61395,
Cote d'Ivoire,CIV,1933,733.24615,
Cote d'Ivoire,CIV,1938,819.9464,
Cote d'Ivoire,CIV,1950,1040.8779,
Cote d'Ivoire,CIV,1955,1127.1788,
Cote d'Ivoire,CIV,1960,1256.2959,
Cote d'Ivoire,CIV,1965,1580.74,
Cote d'Ivoire,CIV,1970,1807.9878,
Cote d'Ivoire,CIV,1975,1763.6538,
Cote d'Ivoire,CIV,1980,2040.9883,
Cote d'Ivoire,CIV,1985,1716.2997,
Cote d'Ivoire,CIV,1990,1307.3541,
Cote d'Ivoire,CIV,1995,1159,
Cote d'Ivoire,CIV,2000,1216,
Cote d'Ivoire,CIV,2005,1085,
Cote d'Ivoire,CIV,2010,1088,
Cote d'Ivoire,CIV,2015,1344,
Cote d'Ivoire,CIV,2020,1576.5101,
Croatia,HRV,1980,8904,
Croatia,HRV,1985,8825,
Croatia,HRV,1990,8123,
Croatia,HRV,1995,5924,
Croatia,HRV,2000,7149,
Croatia,HRV,2005,8803,
Croatia,HRV,2010,9061,
Croatia,HRV,2015,9012,
Croatia,HRV,2020,9805.948,
Cuba,CUB,1870,1185.8967,
Cuba,CUB,1880,1408.5706,
Cuba,CUB,1890,1931.5358,
Cuba,CUB,1900,1458.2455,
Cuba,CUB,1913,2241.8335,
Cuba,CUB,1925,2337.8083,
Cuba,CUB,1929,2096.361,
Cuba,CUB,1933,1451.6709,
Cuba,CUB,1938,1884.6713,
Cuba,CUB,1950,2638.9126,
Cuba,CUB,1955,2536.3303,
Cuba,CUB,1960,3002.5623,
Cuba,CUB,1965,3096.892,
Cuba,CUB,1970,2984.9753,
Cuba,CUB,1975,3744.4094,
Cuba,CUB,1980,4118.531,
Cuba,CUB,1985,5135.373,
Cuba,CUB,1990,4727.677,
Cuba,CUB,1995,3180.8086,
Cuba,CUB,2000,3894.9197,
Cuba,CUB,2005,4910.68,
Cuba,CUB,2010,6355.0684,
Cuba,CUB,2015,7233.335,
Cuba,CUB,2020,6727.635,
Cyprus,CYP,1913,856.5954,
Cyprus,CYP,1925,952.734,
Cyprus,CYP,1929,1088.2896,
Cyprus,CYP,1933,838.32904,
Cyprus,CYP,1938,1190.1965,
Cyprus,CYP,1950,1810.2908,
Cyprus,CYP,1955,2108.15,
Cyprus,CYP,1960,2192.926,
Cyprus,CYP,1965,3026.5884,
Cyprus,CYP,1970,4133.9487,
Cyprus,CYP,1975,3468.336,
Cyprus,CYP,1980,5929.395,
Cyprus,CYP,1985,7356.0254,
Cyprus,CYP,1990,9761.518,
